chunk,article,law
"Zakon o izvršenju krivičnih sankcija | Kontrola izvršenja disciplinske mere upućivanja u samicu | Tokom izvršenja disciplinske mere upućivanja u samicu obavezna je lekarska kontrola osuđenog najmanje jednom u toku dana, a upravnik zavoda i vaspitač su obavezni da ga posete naj manje jednom u toku sedam dana. Nalazi i zapažanja lekara i drugih ovlašćenih lica unose se u knjigu izvršenja disciplinske mere upućivanja u samicu. ",Član 165  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Ograničenje u trajanju disciplinske mere upućivanja u samicu | Ukupan boravak osuđenog u prosto riji u kojoj se izvršava disciplinska mera upućivanja u samicu ne može trajati duže od šest meseci u toku jedne kalendarske godine. ,Član 166  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Obustavljanje i prekid izvršenja disciplinske mere upućivanja u samicu | Upravnik zavoda obustavlja izvršenje disc iplinske mere upućivanja u samicu ako oceni da je disciplinska mera postigla svoju svrhu i pre njenog isteka. Upravnik zavoda obavezno prekida izvršenje disciplinske mere upućivanja u samicu ako po pismenom mišljenju lekara dalji boravak u samici ugrožava zdravlje osuđenog. 3. Disciplinski postupak ,Član 167,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Nadležnost i pokretanje postupka | Postupak za teže disciplinske prestupe vodi i odluku donosi disciplinska komisija, a za lakše disciplinske prestupe upravnik zavoda ili lice koje on odredi, s tim da to lice, odnosno član komisije ne može biti podnosilac predloga za pokretanje disciplinskog postupka. Predlog za pokretanje disciplinskog postupka podnosi rukovodilac organizacione jedinice zavoda ili lice koje on odredi. Za teže disciplinske prestupe pr edlog za pokretanje postupka može podneti i upravnik zavoda ili lice koje on odredi. Predlog za pokretanje disciplinskog postupka iz stava 2. ovog člana podnosi se u roku od 48 časova od saznanja za učinjeni prestup. Ako istek roka za podnošenje predloga za pokretanje disciplinskog postupka pada u subotu, nedelju ili dane državnog praznika, isti se podnosi prvog narednog radnog dana. Disciplinsku komisiju od tri člana iz stava 1. ovog člana imenuje direktor Uprave, na predlog upravnika zavoda. Predsednik komisije mora biti diplomirani pravnik. ",Član 168  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Uslovi za izdvajanje osuđenog | Od momenta saznanja za učinjeni teži disciplinski prestup i tokom disciplinskog postupka, upravnik zavoda ili lice koje on ovlasti može odlučiti da se osuđeni izdvoji iz bez bednosnih razloga od ostalih osuđenika, do 48 časova. Vreme izdvajanja se uračunava u disciplinsku meru upućivanja u samicu. Osuđeno lice sa tretmanom otvorenog ili poluotvorenog odeljenja protiv koga je pokrenut disciplinski postupak za teži disciplinski prestup može se smestiti u zatvoreni deo zavoda do okončanja disciplinskog postupka. Vreme provedeno u zatvorenom delu zavoda ne uračunava se u disciplinsku meru upućivanja u samicu. ",Član 169  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Dokazi u disciplinskom postupku | Osuđeni protiv koga se vodi disciplinski postupak se obavezno saslušava, navodi koje istakne proveravaju se, a izvode se i drugi dokazi. O toku disciplinskog postupka vodi se zapisnik. ",Član 170  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Odmeravanje disciplinske mere | Pri izricanju disciplinske m ere vodi se računa o ponašanju osuđenog tokom izdržavanja kazne i zalaganju na radu, a uzimaju se u obzir i sve druge činjenice bitne za pravilno odmeravanje mere. ",Član 171  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Zastarelost | Disciplinska mera ne može se izreći niti se izrečena mera može izvrš iti, ako je od učinjenog disciplinskog prestupa proteklo više od jedne godine. ",Član 172  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Pravo osuđenog na stručnu pravnu pomoć | Osuđeni protiv koga se vodi disciplinski postupak ima pravo na stručnu pravnu pomoć. O pravu iz stava 1. ovog člana osuđeni m ora biti pismeno obavešten prilikom uručivanja predloga o pokretanju disciplinskog postupka,Član 173  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Rešenje i žalba u disciplinskom postupku | Disciplinski postupak se okončava rešenjem. Protiv rešenja osuđeni može izjaviti žalbu sudiji za izvršenje na dležnom prema sedištu zavoda u roku od tri dana od dana prijema rešenja. Odluku o žalbi sudija za izvršenje donosi u roku od tri dana od dana prijema žalbe. Žalba ne odlaže izvršenje rešenja. ,Član 174  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Upisivanje disciplinske mere u evidenciju | Discipli nska mera izrečena konačnim rešenjem upisuje se u evidenciju disciplinskih mera. Disciplinska mera briše se iz evidencije disciplinskih mera ako osuđenom ne bude izrečena nova disciplinska mera u roku od godinu dana od dana izrečene disciplinske mere za l akše prestupe, a u roku od tri godine od dana izrečene disciplinske mere za teže disciplinske prestupe. ",Član 175  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Ovlašćenje ministra nadležnog za poslove pravosuđa | Propis kojim se uređuje disciplinski postupak, utvrđivanje disciplinske odgovornosti i iz ricanje disciplinskih mera donosi ministar nadležan za poslove pravosuđa. Na sva pitanja koja nisu uređena propisom iz stava 1. ovog člana, shodno se primenjuju odredbe Krivičnog zakonika i Zakonika o krivičnom postupku. O izrečenim disciplinskim merama z avod vodi evidenciju koja sadrži: ime i prezime osuđenog lica, podatke o izvršenom disciplinskom prestupu, podatke o izrečenoj disciplinskoj meri i napomenu. 4",Član 176  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Materijalna odgovornost | Osuđeni je dužan da nadoknadi štetu koju namerno ili grubom nepažnjom prouzrokuje zavodu. O naknadi štete u iznosu do 15.000 dinara odlučuje prvostepeni disciplinski organ, a za iznos štete preko 15.000 dinara naknada se ostvaruje u parničnom postupku. Naknadu štete o kojoj je odlučio prvostepeni disciplinski organ zavod neposredno naplaćuje iz sredstava kojim osuđeni slobodno raspolaže, a ako je to nedovoljno i iz štednog uloga osuđenog. IX OTPUŠTANJE OSUĐENOG SA IZVRŠENJA KAZNE ZATVORA ",Član 177  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Otpuštanje zbog isteka kazne | Osuđeni se otpušta iz zavoda onog dana kada mu je istekla kazna. Ako istek kazne pada u subotu, nedelju ili u dane državnih praznika, osuđeni se otpušta poslednjeg radnog dana koji prethodi tim danima. Zavod je dužan da u roku od osam dana nakon otpuštanja osuđenog o tome obavesti sudiju za izvršenje, sud koji ga je uputio na izvršenje kazne, kao i policiju, radi vođenja evidencija. ",Član 178  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Opšte odredbe o otpuštanju osuđenog | Pre otpuštanja, lekar pregleda osuđenog i nalaz uno si u zdravstveni karton. Teško bolesno lice, koje je otpušteno sa izvršenja kazne zatvora i otpušteno lice koje je zbog bolesti nesposobno za put, zavod smešta u najbližu odgovarajuću zdravstvenu ustanovu. Troškove lečenja za prvih 30 dana snosi zavod. ",Član 179  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Otpustni list i predaja oduzetih stvari i novca | Osuđenom se prilikom otpuštanja iz zavoda izdaje otpustni list. Otpustni list, pored ostalog, sadrži i datum otpuštanja i datum do kada otpušteno lice treba da se javi policiji. Otpustni list slu ži otpuštenom licu i kao dokaz o identitetu do dolaska u mesto prebivališta, odnosno boravišta. Osuđenom se prilikom otpuštanja predaju stvari i predmeti koje mu je zavod čuvao, ušteđevina i novac koji je primio za vreme izdržavanja kazne, a nije ga potro šio u zavodu. Pri otpuštanju osuđenog, zavod mu obezbeđuje rublje, odeću i obuću, ako osuđeni nije u mogućnosti da ih pribavi. Lice se smatra otpuštenim kada napusti zavod. ",Član 180,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Obaveštavanje žrtve | U slučajevima kada se osuđeni za krivična dela pr otiv života i tela, protiv polne slobode ili protiv braka i porodice, otpušta sa izdržavanja kazne zatvora, odnosno uslovno otpušta, kao i u slučaju bekstva iz zatvora, zavod će obavestiti žrtvu krivičnog dela. Obaveštenje iz stava 1. ovog člana zavod dos tavlja žrtvi ako je ona to tražila, i ako procena rizika zavoda ukazuje na potrebu preventivne zaštite žrtve. ",Član 181  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Troškovi prevoza | Troškove prevoza otpuštenom licu do mesta prebivališta, odnosno boravišta snosi zavod. Otpuštenom strancu plaćaju se troškovi prevoza do graničnog prelaza, ako posebnim propisom nije drugačije određeno. ",Član 182  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Otpuštanje zbog amnestije, pomilovanja i uslovnog o tpusta | U slučaju da se osuđeni otpušta iz zavoda na osnovu zakona o amnestiji, zavod je dužan da ga otpusti najkasnije 24 časa nakon prijema rešenja o amnestiji, ako zakonom o amnestiji nije drugačije određeno. U slučaju da se osuđeni otpušta i z zavoda na osnovu odluke o pomilovanju, zavod je dužan da ga otpusti istog dana po prijemu odluke o pomilovanju, a najkasnije u roku od 24 časa. U slučaju da se osuđeni otpušta iz zavoda na osnovu pravnosnažne odluke o uslovnom otpustu, zavod je dužan da ga otpusti istog dana po prijemu odluke, a najkasnije u roku od 24 časa. ",Član 183  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Prevremeno otpuštanje | Direktor Uprave može prevremeno otpustiti osuđenog sa izdržavanja kazne najviše šest meseci do isteka kazne, ako je izdržao devet desetina kazne, zb og dobrog vladanja osuđenog i postignutih rezultata u programu postupanja, na predlog upravnika zavoda. Predlog iz stava 1. ovog člana podnosi upravnik zavoda, na osnovu prethodno pribavljenog mišljenja stručnog tima. ",Član 184  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Prevremeno puštanje na osnovu odluke sudije za izvršenje | Sudija za izvršenje može po predlogu upravnika zavoda prevremeno otpustiti osuđenog sa izdržavanja kazne zatvora najviše 12 meseci do isteka kazne, ako je osuđeni izdržao jednu polovinu kazne zatvora, zbog teške bolesti, te škog invaliditeta ili starosti, ako bi dalje izvršenje kazne predstavljalo nehumano postupanje. Predlog iz stava 1. ovog člana podnosi upravnik zavoda, na osnovu prethodno pribavljenog mišljenja stručnog tima. Uz predlog upravnika, sudiji za izvršenje do stavlja se zdravstvena dokumentacija osuđenog. U postupku donošenja odluke, sudija za izvršenje može odrediti veštačenje radi utvrđivanja zdravstvenog stanja osuđenog. Osuđeni koji je prevremeno otpušten sa izdržavanja kazne zatvora zbog teške bolesti il i teškog invaliditeta, dužan je da na svakih 60 dana dostavlja sudiji za izvršenje izveštaj lekara o svom zdravstvenom stanju. Sudija za izvršenje može opozvati odluku kojom je odobreno prevremeno otpuštanje, ako se naknadno utvrdi da nisu postojali ili s u prestali da postoje razlozi za prevremeno otpuštanje. ",Član 184a  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Program pripreme za otpust | Zavod je dužan da pre otpuštanja osuđenog sa izvršenja kazne zatvora, u okviru programa postupanja, utvrdi program pripreme za otpust i pomoći nakon otpuštanja. Priprema osuđenog za otpust započinje nakon dolaska u zavod. Osuđeni se podstiče na aktivno učestvovanje u pripremi za otpust, a posebno da održava odnose sa porodicom, uspostavlja i održava kontakte sa ustanovama i osobama koje se bave uključivanjem osuđe nika za život na slobodi. Program za otpust je sastavni deo programa postupanja. Na osnovu utvrđenog programa za otpust, osuđeni će biti uključen u pojedinačni ili grupni savetodavni rad u vezi sa njegovom pripremom za otpust najranije jednu godinu, a naj kasnije tri meseca pre otpuštanja, u zavisnosti od dužine izrečene kazne. U postupku izrade programa za otpust služba za tretman utvrđuje i potrebe osuđenog nakon izvršenja kazne i sarađuje sa povereničkom službom, kao i organom starateljstva nadležnim pr ema mestu poslednjeg prebivališta, odnosno boravišta osuđenog. ",Član 185  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Postupak pružanja pomoći i prihvata | U ostvarivanju pružanja pomoći i prihvata zavod sarađuje sa povereničkom službom, organom starateljstva nadležnim prema mestu poslednjeg prebival išta, odnosno poslednjeg boravišta osuđenog pre upućivanja na izvršenje kazne zatvora, policijom i odgovarajućom organizacijom ili udruženjem. Zavod je dužan da pre otpuštanja osuđenog o tome obavesti policiju u mestu prebivališta, odnosno boravišta osuđenog, kao i sud koji je izrekao kaznu zatvora. Postupak pružanja pomoći i prihvata osuđenog nakon izvršene kazne zatvora uređuje se posebnim zak onom. ",Član 186  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Nadležnost i postupak za izvršenje novčane kazne | Za izvršenje novčane kazne nadležan je sud koji je doneo prvostepenu presudu. ,Član 187  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Rok za plaćanje novčane kazne | Rok za plaćanje novčane kazne određuje se presudom. Rok iz stava 1. ovog člana ne može biti kraći od 15 dana niti duži od tri meseca. U opravdanim slučajevima sud može dozvoliti da osuđeni plati novčanu kaznu u ratama, s tim da rok isplate ne može biti duži od jedne godine. ",Član 188  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Zamena novčane kazne kaznom zatvora | Ako osuđeni ne plati novčanu kaznu u određenom roku, sud će novčanu kaznu zameniti kaznom zatvora. Zamena novčane kazne kaznom zatvora vrši se tako što se za svakih započetih hiljadu dinara novčane kazne određuje jedan dan kazne zatvora, s tim da kazna zatvora ne može biti duža od šest meseci. Ako je izrečena novčana kazna u iznosu većem od sedamsto hiljada dinara, kazna zatvora ne može biti duža od jedne godine. ",Član 189  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Srazmerna zamena novčane kazne | Ako osuđeni plati samo deo novčane kazne, sud će ostatak kazne srazmerno zameniti kaznom zatvora. Ako osuđeni isplati ostatak novčane kazne, izvršenje kazne zatvora će se obustaviti, na osnovu odluke suda",Član 190  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Zamena novčane kazne kaznom rada u javnom interesu | 1 Neplaćena novčana kazna može se, umesto kaznom zatvora, zameniti kaznom rada u javnom interesu. Zamena novčane kazne kaznom rada u javnom interesu vrši se tako što se za svakih započetih hiljadu dinara novčane kazne određuje osam časova rada u javnom i nteresu, s tim da rad u javnom interesu ne može biti duži od tristašezdeset časova. ",Član 19,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Izvršenje novčane kazne posle smrti osuđenog | Posle smrti osuđenog novčana kazna neće se izvršiti. ,Član 192  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Shodna primena | Odredbe ovog zakona kojima se uređuje izvršenje novčane kazne izrečene za krivično delo shodno se primenjuju na izvršenje novčane kazne izrečene za privredni prestup i prekršaj, ako zakonom nije drugačije određeno",Član 193  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | | Radi izvršenja kazne oduzimanja vozačke dozvole, sud koji je odlučivao u prvom stepenu dostavlja izvršnu odluku o izrečenoj kazni oduzimanja vozačke dozvole policiji u mestu prebivališta, odnosno boravišta osuđenog u vreme kada je odluka kojom je izrečena kazna postala pravnosnažna. Izvršna odluka upisuje se u kaznenu evidenciju. I OBAVEZNO PSIHIJATRIJSKO LEČENJE I ČUVANJE U ZDRAVSTVENOJ USTANOVI Nadležnost i postupak za izvršenje mere obaveznog psihijatrijskog lečenja i čuvanja u zdravstvenoj ",Član 194  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | ustanovi | Upućivanje lica na izvršenje mere obaveznog psihijatrijskog lečenja i čuvanja u zdravstvenoj ustanovi vrši nadležni sud koji je izrekao meru u prvom stepenu. Mera iz stava 1. o vog člana izvršava se u Specijalnoj zatvorskoj bolnici, a izuzetno u drugoj zdravstvenoj ustanovi. Kad je mera iz stava 1. ovog člana izrečena uz kaznu zatvora, lice prema kojem se ona primenjuje prvo se upućuje na izvršenje mere bezbednosti. Na predlog Specijalne zatvorske bolnice, odnosno druge zdravstvene ustanove u kojoj se mera iz stava 1. ovog člana izvršava, sud može u toku trajanja mere, po prethodno pribavljenom mišljenju sudije za izvršenje, odlučiti da se lice prema kojem se mera izvršava preme sti iz jedne u drugu zdravstvenu ustanovu. Položaj lica prema kome se sprovodi mera obaveznog psihijatrijskog lečenja i čuvanja u zdravstvenoj ",Član 195  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | ustanovi | Mera obaveznog psihijatrijskog lečenja i čuvanja u zdravstvenoj ustanovi može sadržati samo ona ograničenja kretanja i ponašanja koja su neophodna radi lečenja i čuvanja lica prema kojem se ova mera primenjuje i radi održavanja reda i discipline. Lice prema kome se izvršava mera bezbednosti obaveznog psihijatrijskog lečenja i čuvanja u zdravstve noj ustanovi ima ista prava i obaveze kao i lice koje izdržava kaznu zatvora, ako potrebe lečenja drugačije ne zahtevaju. ",Član 196  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Dovođenje i sprovođenje u zdravstvenu ustanovu | Ako se lice kojem je izrečena mera obaveznog psihijatrijskog lečenja i čuva nja u zdravstvenoj ustanovi nalazi na slobodi, a ne javi se ustanovi radi izvršenja mere, sud naređuje njegovo dovođenje ili izdavanje poternice. Naredbu izvršava policija na čijem području se lice nalazi. Ako se takvo lice nalazi u pritvoru sprovođenje vr še ovlašćena lica zavoda u kojem se izvršava mera pritvora. Dovođenje i sprovođenje lica iz stava 1. ovog člana vrši se uz pratnju zdravstvenog radnika. ",Član 197,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Dužnost obaveštavanja suda | Zdravstvena ustanova, odnosno odeljenje u koje je upućeno lice radi lečenja i čuvanja, obavezna je da najmanje jedanput godišnje obaveštava sud koji je izrekao meru, o stanju zdravlja lica prema kojem se primenjuje. ",Član 198  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Obustava ili zamena mere | Na predlog Specijalne zatvorske bolnice ili druge zdravstvene ustanove u kojoj se mera izvršava, sud može u toku trajanja mere odlučiti da se mera obaveznog psihijatrijskog lečenja i čuvanja u psihijatrijskoj ustanovi obustavi ili izreći meru obaveznog psi hijatrijskog lečenja na slobodi. Kad se završi lečenje, zdravstvena ustanova iz stava 1. ovog člana obaveštava o tome sud koji je meru izrekao. Ako se radi o licu čije je lečenje završeno, a kome još nije istekla kazna, policija na čijem području se nala zi zdravstvena ustanova, na zahtev suda iz stava 1. ovog člana, sprovešće osuđeno lice na izvršenje kazne, pod uslovom da mu sud nije odredio uslovni otpust. ",Član 199  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | Stručni nadzor nad izvršenjem mere | Stručnost rada u izvršenju mere bezbednosti obavezn og psihijatrijskog lečenja i čuvanja u zdravstvenoj ustanovi nadzire ministarstvo nadležno za poslove zdravlja. ,Član 200  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Pomoć posle otpuštanja iz zdravstvene ustanove | Posle otpuštanja iz zdravstvene ustanove brigu o licu prema kome je izvršena mera bez bednosti, a koje je bez porodičnog staranja, preuzima organ starateljstva nadležan prema prebivalištu, odnosno boravištu lica u vreme kada je odluka kojom je mera bezbednosti izrečena postala pravnosnažna. II OBAVEZNO PSIHIJATRIJSKO LEČENJE NA SLOBODI ",Član 201  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Nadležnost i postupak za izvršenje mere obaveznog psihijatrijskog lečenja na slobodi | Mera obaveznog psihijatrijskog lečenja na slobodi izvršava se u zdravstvenoj ustanovi koju odredi sud koji je izrekao ovu meru. Sud koji je izrekao meru iz stava 1. ovog člana upućuje lice kojem je izrečena mera, u zdravstvenu ustanovu u roku od osam dana od dana pravnosnažnosti odluke kojom je mera izrečena. Lice kojem je izrečena mera obaveznog psihijatrijskog lečenja na slobodi obavezno je da se u roku koje od redi sud, a najkasnije u roku od 15 dana od dostavljanja odluke o upućivanju na lečenje, javi zdravstvenoj ustanovi radi lečenja. Sud dostavlja prepis pravnosnažne sudske odluke zdravstvenoj ustanovi u kojoj se mera izvršava. ",Član 202  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Obaveza obaveštavanja zdravs tvene ustanove | Ako se upućeno lice ne podvrgne lečenju u roku koji odredi sud, lečenje samovoljno napusti ili i pored lečenja postane toliko opasno za okolinu da je potrebno i njegovo čuvanje u psihijatrijskoj zdravstvenoj ustanovi, zdravstvena ustanova će o tome obavestiti sud koji je izrekao meru. ",Član 203  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Obaveze zdravstvene ustanove | Zdravstvena ustanova je obavezna da najmanje svakih šest meseci obaveštava sud koji je izrekao meru o stanju zdravlja lica koje je na lečenju. Zdravstvena ust anova je obavezna da sud obavesti i o završetku lečenja. III OBAVEZNO LEČENJE NARKOMANA I OBAVEZNO LEČENJE ALKOHOLIČARA Nadležnost i postupak za izvršenje mere obaveznog lečenja narkomana, odnosno mere obaveznog ",Član 204,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | lečenja alkoholičara | Upućivanje lica na izvršenje mere obaveznog lečenja narkomana, odnosno mere obaveznog lečenja alkoholičara vrši nadležni sud koji je izrekao meru u prvom stepenu. Lice kome je izrečena mera obaveznog lečenja narkomana, odnosno mera obaveznog lečenja alkoholičara uz kaznu zatvora, upućuje se na izvršenje u skladu sa propisom ministra nadležnog za poslove pravosuđa iz člana 49. stav 1. ovog zakona. O upućivanju na iz vršenje mera iz stava 1. ovog člana sud obaveštava ustanovu u koju se lice kome je mera izrečena upućuje. Ako se lice iz stava 1. ovog člana ne javi ustanovi na lečenje ili samovoljno napusti započeto lečenje, ustanova će odmah o tome obavestiti nadležni sud koji naređuje njegovo dovođenje, odnosno izdavanje poternice. ",Član 205  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Obaveza obaveštavanja suda | Ustanova u kojoj se izvršava mera obaveznog lečenja narkomana, odnosno mera obaveznog lečenja alkoholičara najmanje jednom u šest meseci obaveštava nad ležni sud o njenom izvršavanju. Ustanova iz stava 1. ovog člana obaveštava sud o završetku lečenja. ",Član 206  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Upućivanje osuđenog na izvršenje ostatka kazne zatvora | Posle izvršene mere obaveznog lečenja narkomana, odnosno mere obaveznog lečenja alkoholi čara, lice prema kome je odnosna mera izvršena, upućuje se na izvršenje ostatka kazne zatvora. IV ZABRANA VRŠENJA POZIVA, DELATNOSTI I DUŽNOSTI ",Član 207  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Nadležnost za izvršenje mere bezbednosti zabrane vršenja poziva, delatnosti i dužnosti | Sud koji je u prvom stepenu izrekao meru bezbednosti zabrane vršenja poziva, delatnosti i dužnosti dostavlja pravnosnažnu odluku organu, preduzeću ili organizaciji u kojoj je lice kojem je mera izrečena zaposleno, organu nadležnom za izdavanje dozvole ili odobrenja za vršenje određenog poziva ili samostalne delatnosti, nadležnom inspekcijskom organu, nadležnom organu za vođenje privrednih registara i poreskoj upravi. Pravnosnažna odluka iz stava 1. ovog člana dostavlja se i policiji u mestu prebivališta, odnosno borav išta lica prema kojem se ova mera primenjuje radi upisa u kaznenu evidenciju. ",Član 208  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Postupak za izvršenje mere bezbednosti zabrane vršenja poziva, delatnosti i dužnosti | Kada je vršenje poziva, delatnosti i dužnosti vezano za dozvolu nadležnog organa, ova mera se izvršava oduzimanjem dozvole ili zabranom njenog izdavanja, za vreme na koje je mera izrečena. Meru iz stava 1. ovog člana izvršava nadležna inspekcija preduzimanjem radnji kojima se lice prema kojem se mera primenjuje onemogućava da se bavi vršenjem određenog poziva, delatnosti i dužnosti. O izvršenju mere nadležna inspekcija obaveštava sud koji je meru izrekao u prvom stepenu. V ZABRANA UPRAVLJANJA MOTORNIM VOZILOM ",Član 209  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Nadležnost i postupak za izvršenje mere zabrane upravljanja motornim vozil om | Sud koji je u prvom stepenu izrekao meru zabrane upravljanja motornim vozilom dostavlja pravnosnažnu odluku na izvršenje policiji u mestu prebivališta, odnosno boravišta lica kojem je mera izrečena, u vreme kada je odluka kojom je mera izreče na postala pravnosnažna. Meru iz stava 1. ovog člana prema licu koje ima stranu vozačku dozvolu izvršava policija u mestu izvršenja krivičnog dela. ",Član 210,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Obaveštavanje organizacione jedinice policije koja je izdala vozačku dozvolu | Organizaciona jedi nica policije koja izvršava meru zabrane upravljanja motornim vozilom, a dozvolu za upravljanje motornim vozilom nije izdala, obaveštava o izvršenju mere organizacionu jedinicu policije koja je vozačku dozvolu izdala. ",Član 211  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | VI ODUZIMANJE PREDMETA | Meru bezbednosti oduzimanja predmeta izvršava sud koji je tu meru izrekao u prvom stepenu. Zavisno od prirode oduzetih predmeta, sud odlučuje da li će ih prodati prema odredbama zakona koji uređuje izvršenje i obezbeđenje , ustupiti državnom organu, ustanovi ili dobrotvornoj organizaciji, uništiti ih ili s njima postupiti u skladu s posebnim propisima. Ako je zakonom određeno obavezno uništavanje oduzetih predmeta sud donosi odluku o načinu i organu, organizaciji, odnosno ustanovi koja će izvršiti uništavanje predmeta. Sredstva ostvarena prodajom predmeta prihod su budžeta Republike Srbije. ",Član 212  ,Zakon  o izvršenju krivičnih sankcija
Zakon o izvršenju krivičnih sankcija | VII PROTERIVANJE STRANCA IZ ZEMLJE | Sud koji je u prvom stepenu izrekao meru proterivanja stranca iz zemlje dostavlja pravn osnažnu odluku na izvršenje policiji. Mera iz stava 1. ovog člana izvršava se prema propisima koji uređuju kretanje i boravak stranaca u zemlji. ,Član 213  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | VIII JAVNO OBJAVLJIVANJE PRESUDE | Sud koji je odlučivao u prvom stepenu, dostavlja izvršnu odluku o javnom objavljivanju presude putem sredstava javnog informisanja uredniku sredstva javnog informisanja, radi njenog objavljivanja. Troškove javnog objavljivanja presude snosi osuđeni. Deo treći IZVRŠENJE SANKCIJA IZREČENIH ZA PREKRŠAJ 1. Opšte odredbe ",Član 214  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Primena odredaba ovog zakona | Kazna zatvora izrečena za prekršaj izvršava se prema odredbama ovog zakona, ako posebnim zakonom nije drugačije određeno. ",Član 215  ,Zakon  o izvršenju krivičnih sankcija
"Zakon o izvršenju krivičnih sankcija | Raspoređivanje osuđenih | Kažnjeni se ras poređuje na izvršenje kazne zatvora u posebnom odeljenju zavoda, odvojeno od osuđenih za krivična dela. Kažnjena žena raspoređuje se na izvršenje kazne zatvora u kazneno -popravnom zavodu za žene, odvojeno od osuđenih žena. 2",Član 216  ,Zakon  o izvršenju krivičnih sankcija
